context,context_act,sys_world_sys_profile,sys_world_usr_profile,usr_world_sys_profile,usr_world_usr_profile,sent,edited_sent,sent_act,different_from_edition,failed_candidates,pick_or_not
"[['Hi, how are you?'], ['hello I am doing good.'], ['Do you donate to any charities?'], ['sometime I do.', 'yes'], ['Would you be willing to donate to a charity called Save the Children?'], ['it depends.', 'what does it do?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries."", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['can you tell me more about the organization?', 'like who have they helped before?'], [""Save the Children was founded in 1919, by a group of American and British women, and is a great example of a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['is it based in the UK?'], ['Save the Children is based in the United Kingdom, but is not a British-government agency.'], ['who is their CEO?'], [""It's Janti Soeripto.""], ['OK. Do they have a website?'], [""Yes, you can go to  URL  if you'd like to check it out.""], ['How much is the CEO earning?'], ['I am not sure about that.', 'But the organization is very transparent about their finance and you can check it out on their website.'], ['ok.', 'I will'], ['Would you like to donate to Save the Children?'], ['sorry not today..', 'I am still a bit skeptical about them.'], [""That's understandable."", ""But I think that's a good thing, because so many children die because of hunger, disease, and war in other parts of the world."", ""It's really important that we do something about it.""], ['I agree with you.', 'But I think the government should do more rather than we common people']]","[['greeting-inquiry'], [None], ['donation-related-inquiry'], [None, None], ['non-strategy'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-donation-procedure'], [None], ['non-strategy', 'provide-donation-procedure'], [None, None], ['non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'non-strategy'], [None, None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}",['Would you be willing to donate to Save the Children?'],['Would you be willing to donate to Save the Children?'],['non-strategy'],"repetition with sys, pass with usr",True,False
"
"
"[['Hi, how are you?'], ['hello I am doing good.'], ['Do you donate to any charities?'], ['sometime I do.', 'yes'], ['Would you be willing to donate to a charity called Save the Children?'], ['it depends.', 'what does it do?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries."", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['can you tell me more about the organization?', 'like who have they helped before?'], [""Save the Children was founded in 1919, by a group of American and British women, and is a great example of a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['is it based in the UK?'], ['Save the Children is based in the United Kingdom, but is not a British-government agency.'], ['who is their CEO?'], [""It's Janti Soeripto.""], ['OK. Do they have a website?'], [""Yes, you can go to  URL  if you'd like to check it out.""], ['How much is the CEO earning?'], ['I am not sure about that.', 'But the organization is very transparent about their finance and you can check it out on their website.'], ['ok.', 'I will'], ['Would you like to donate to Save the Children?'], ['sorry not today..', 'I am still a bit skeptical about them.'], [""That's understandable."", ""But I think that's a good thing, because so many children die because of hunger, disease, and war in other parts of the world."", ""It's really important that we do something about it.""], ['I agree with you.', 'But I think the government should do more rather than we common people'], [""That's a good point."", ""I agree that the government has a role to play, but also I think it's important to look at where we are in the world and how we can help."", 'I know that the amount of money that we spend on stuff like candy and soda is really unnecessary.', 'I am willing to donate part of my payment today to Save the Children.', 'Do you think you would be willing to do the same?'], ['How much are you asking for?']]","[['greeting-inquiry'], [None], ['donation-related-inquiry'], [None, None], ['non-strategy'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-donation-procedure'], [None], ['non-strategy', 'provide-donation-procedure'], [None, None], ['non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'logical-appeal', 'provide-org-facts', 'non-strategy', 'other-inquiry'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['I think I will be willing to donate $2.', 'I will be donating a portion of my payment.']","['I think I will be willing to donate $2.', 'I will be donating a portion of my payment.']","['non-strategy', 'non-strategy']",False,False,False
"[['Hi, how are you?'], ['hello I am doing good.'], ['Do you donate to any charities?'], ['sometime I do.', 'yes'], ['Would you be willing to donate to a charity called Save the Children?'], ['it depends.', 'what does it do?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries."", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['can you tell me more about the organization?', 'like who have they helped before?'], [""Save the Children was founded in 1919, by a group of American and British women, and is a great example of a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['is it based in the UK?'], ['Save the Children is based in the United Kingdom, but is not a British-government agency.'], ['who is their CEO?'], [""It's Janti Soeripto.""], ['OK. Do they have a website?'], [""Yes, you can go to  URL  if you'd like to check it out.""], ['How much is the CEO earning?'], ['I am not sure about that.', 'But the organization is very transparent about their finance and you can check it out on their website.'], ['ok.', 'I will'], ['Would you like to donate to Save the Children?'], ['sorry not today..', 'I am still a bit skeptical about them.'], [""That's understandable."", ""But I think that's a good thing, because so many children die because of hunger, disease, and war in other parts of the world."", ""It's really important that we do something about it.""], ['I agree with you.', 'But I think the government should do more rather than we common people'], [""That's a good point."", ""I agree that the government has a role to play, but also I think it's important to look at where we are in the world and how we can help."", 'I know that the amount of money that we spend on stuff like candy and soda is really unnecessary.', 'I am willing to donate part of my payment today to Save the Children.', 'Do you think you would be willing to do the same?'], ['How much are you asking for?']]","[['greeting-inquiry'], [None], ['donation-related-inquiry'], [None, None], ['non-strategy'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-donation-procedure'], [None], ['non-strategy', 'provide-donation-procedure'], [None, None], ['non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'logical-appeal', 'provide-org-facts', 'non-strategy', 'other-inquiry'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['It depends on what amount you want to donate.', 'I would say $2 would be fine.', 'The research team will collect all donations and send it to Save the Children.']","['It depends on what amount you want to donate.', 'I would say $2 would be fine.', 'The research team will collect all donations and send it to Save the Children.']","['provide-donation-procedure', 'non-strategy', 'logical-appeal']",False,False,True
"[['Hi, how are you?'], ['hello I am doing good.'], ['Do you donate to any charities?'], ['sometime I do.', 'yes'], ['Would you be willing to donate to a charity called Save the Children?'], ['it depends.', 'what does it do?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries."", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['can you tell me more about the organization?', 'like who have they helped before?'], [""Save the Children was founded in 1919, by a group of American and British women, and is a great example of a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['is it based in the UK?'], ['Save the Children is based in the United Kingdom, but is not a British-government agency.'], ['who is their CEO?'], [""It's Janti Soeripto.""], ['OK. Do they have a website?'], [""Yes, you can go to  URL  if you'd like to check it out.""], ['How much is the CEO earning?'], ['I am not sure about that.', 'But the organization is very transparent about their finance and you can check it out on their website.'], ['ok.', 'I will'], ['Would you like to donate to Save the Children?'], ['sorry not today..', 'I am still a bit skeptical about them.'], [""That's understandable."", ""But I think that's a good thing, because so many children die because of hunger, disease, and war in other parts of the world."", ""It's really important that we do something about it.""], ['I agree with you.', 'But I think the government should do more rather than we common people'], [""That's a good point."", ""I agree that the government has a role to play, but also I think it's important to look at where we are in the world and how we can help."", 'I know that the amount of money that we spend on stuff like candy and soda is really unnecessary.', 'I am willing to donate part of my payment today to Save the Children.', 'Do you think you would be willing to do the same?'], ['How much are you asking for?']]","[['greeting-inquiry'], [None], ['donation-related-inquiry'], [None, None], ['non-strategy'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-donation-procedure'], [None], ['non-strategy', 'provide-donation-procedure'], [None, None], ['non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'logical-appeal', 'provide-org-facts', 'non-strategy', 'other-inquiry'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","[""I'm asking for a measly $0.50, but I will donate part of my payment to the charity as well."", 'I have a family and I need to be able to help them out.']","[""I'm asking for a measly $0.50, but I will donate part of my payment to the charity as well."", 'I have a family and I need to be able to help them out.']","['example-donation', 'example-donation']",False,False,False
"[['Hi, how are you?'], ['hello I am doing good.'], ['Do you donate to any charities?'], ['sometime I do.', 'yes'], ['Would you be willing to donate to a charity called Save the Children?'], ['it depends.', 'what does it do?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries."", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['can you tell me more about the organization?', 'like who have they helped before?'], [""Save the Children was founded in 1919, by a group of American and British women, and is a great example of a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['is it based in the UK?'], ['Save the Children is based in the United Kingdom, but is not a British-government agency.'], ['who is their CEO?'], [""It's Janti Soeripto.""], ['OK. Do they have a website?'], [""Yes, you can go to  URL  if you'd like to check it out.""], ['How much is the CEO earning?'], ['I am not sure about that.', 'But the organization is very transparent about their finance and you can check it out on their website.'], ['ok.', 'I will'], ['Would you like to donate to Save the Children?'], ['sorry not today..', 'I am still a bit skeptical about them.'], [""That's understandable."", ""But I think that's a good thing, because so many children die because of hunger, disease, and war in other parts of the world."", ""It's really important that we do something about it.""], ['I agree with you.', 'But I think the government should do more rather than we common people'], [""That's a good point."", ""I agree that the government has a role to play, but also I think it's important to look at where we are in the world and how we can help."", 'I know that the amount of money that we spend on stuff like candy and soda is really unnecessary.', 'I am willing to donate part of my payment today to Save the Children.', 'Do you think you would be willing to do the same?'], ['How much are you asking for?']]","[['greeting-inquiry'], [None], ['donation-related-inquiry'], [None, None], ['non-strategy'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-donation-procedure'], [None], ['non-strategy', 'provide-donation-procedure'], [None, None], ['non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'logical-appeal', 'provide-org-facts', 'non-strategy', 'other-inquiry'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","[""I am not sure, but I am asking because I know that it will make a big impact on a child's life."", ""I am not sure if you are familiar with the organization Save the Children, but it is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""]","[""I am not sure, but I am asking because I know that it will make a big impact on a child's life.""]",['logical-appeal'],True,False,True
"[['Hi, how are you?'], ['hello I am doing good.'], ['Do you donate to any charities?'], ['sometime I do.', 'yes'], ['Would you be willing to donate to a charity called Save the Children?'], ['it depends.', 'what does it do?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries."", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['can you tell me more about the organization?', 'like who have they helped before?'], [""Save the Children was founded in 1919, by a group of American and British women, and is a great example of a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['is it based in the UK?'], ['Save the Children is based in the United Kingdom, but is not a British-government agency.'], ['who is their CEO?'], [""It's Janti Soeripto.""], ['OK. Do they have a website?'], [""Yes, you can go to  URL  if you'd like to check it out.""], ['How much is the CEO earning?'], ['I am not sure about that.', 'But the organization is very transparent about their finance and you can check it out on their website.'], ['ok.', 'I will'], ['Would you like to donate to Save the Children?'], ['sorry not today..', 'I am still a bit skeptical about them.'], [""That's understandable."", ""But I think that's a good thing, because so many children die because of hunger, disease, and war in other parts of the world."", ""It's really important that we do something about it.""], ['I agree with you.', 'But I think the government should do more rather than we common people'], [""That's a good point."", ""I agree that the government has a role to play, but also I think it's important to look at where we are in the world and how we can help."", 'I know that the amount of money that we spend on stuff like candy and soda is really unnecessary.', 'I am willing to donate part of my payment today to Save the Children.', 'Do you think you would be willing to do the same?'], ['How much are you asking for?']]","[['greeting-inquiry'], [None], ['donation-related-inquiry'], [None, None], ['non-strategy'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-donation-procedure'], [None], ['non-strategy', 'provide-donation-procedure'], [None, None], ['non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'logical-appeal', 'provide-org-facts', 'non-strategy', 'other-inquiry'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}",['The research team will collect all donations and send it to Save the Children.'],['The research team will collect all donations and send it to Save the Children.'],['logical-appeal'],False,False,False
"[['Hi, how are you?'], ['hello I am doing good.'], ['Do you donate to any charities?'], ['sometime I do.', 'yes'], ['Would you be willing to donate to a charity called Save the Children?'], ['it depends.', 'what does it do?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries."", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['can you tell me more about the organization?', 'like who have they helped before?'], [""Save the Children was founded in 1919, by a group of American and British women, and is a great example of a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['is it based in the UK?'], ['Save the Children is based in the United Kingdom, but is not a British-government agency.'], ['who is their CEO?'], [""It's Janti Soeripto.""], ['OK. Do they have a website?'], [""Yes, you can go to  URL  if you'd like to check it out.""], ['How much is the CEO earning?'], ['I am not sure about that.', 'But the organization is very transparent about their finance and you can check it out on their website.'], ['ok.', 'I will'], ['Would you like to donate to Save the Children?'], ['sorry not today..', 'I am still a bit skeptical about them.'], [""That's understandable."", ""But I think that's a good thing, because so many children die because of hunger, disease, and war in other parts of the world."", ""It's really important that we do something about it.""], ['I agree with you.', 'But I think the government should do more rather than we common people'], [""That's a good point."", ""I agree that the government has a role to play, but also I think it's important to look at where we are in the world and how we can help."", 'I know that the amount of money that we spend on stuff like candy and soda is really unnecessary.', 'I am willing to donate part of my payment today to Save the Children.', 'Do you think you would be willing to do the same?'], ['How much are you asking for?']]","[['greeting-inquiry'], [None], ['donation-related-inquiry'], [None, None], ['non-strategy'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-donation-procedure'], [None], ['non-strategy', 'provide-donation-procedure'], [None, None], ['non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'logical-appeal', 'provide-org-facts', 'non-strategy', 'other-inquiry'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}",['I think the research team will deduct the donation from my payment and send it to Save the Children.'],['I think the research team will deduct the donation from my payment and send it to Save the Children.'],['example-donation'],False,False,False
"[['Hi, how are you?'], ['hello I am doing good.'], ['Do you donate to any charities?'], ['sometime I do.', 'yes'], ['Would you be willing to donate to a charity called Save the Children?'], ['it depends.', 'what does it do?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries."", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['can you tell me more about the organization?', 'like who have they helped before?'], [""Save the Children was founded in 1919, by a group of American and British women, and is a great example of a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['is it based in the UK?'], ['Save the Children is based in the United Kingdom, but is not a British-government agency.'], ['who is their CEO?'], [""It's Janti Soeripto.""], ['OK. Do they have a website?'], [""Yes, you can go to  URL  if you'd like to check it out.""], ['How much is the CEO earning?'], ['I am not sure about that.', 'But the organization is very transparent about their finance and you can check it out on their website.'], ['ok.', 'I will'], ['Would you like to donate to Save the Children?'], ['sorry not today..', 'I am still a bit skeptical about them.'], [""That's understandable."", ""But I think that's a good thing, because so many children die because of hunger, disease, and war in other parts of the world."", ""It's really important that we do something about it.""], ['I agree with you.', 'But I think the government should do more rather than we common people'], [""That's a good point."", ""I agree that the government has a role to play, but also I think it's important to look at where we are in the world and how we can help."", 'I know that the amount of money that we spend on stuff like candy and soda is really unnecessary.', 'I am willing to donate part of my payment today to Save the Children.', 'Do you think you would be willing to do the same?'], ['How much are you asking for?']]","[['greeting-inquiry'], [None], ['donation-related-inquiry'], [None, None], ['non-strategy'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-donation-procedure'], [None], ['non-strategy', 'provide-donation-procedure'], [None, None], ['non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'logical-appeal', 'provide-org-facts', 'non-strategy', 'other-inquiry'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['I am not sure how much to ask, but I will give you a little more information.', 'How much would you like to donate?']","['I am not sure how much to ask, but I will give you a little more information.']",['non-strategy'],True,False,False
"[['Hi, how are you?'], ['hello I am doing good.'], ['Do you donate to any charities?'], ['sometime I do.', 'yes'], ['Would you be willing to donate to a charity called Save the Children?'], ['it depends.', 'what does it do?'], [""Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries."", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['can you tell me more about the organization?', 'like who have they helped before?'], [""Save the Children was founded in 1919, by a group of American and British women, and is a great example of a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['is it based in the UK?'], ['Save the Children is based in the United Kingdom, but is not a British-government agency.'], ['who is their CEO?'], [""It's Janti Soeripto.""], ['OK. Do they have a website?'], [""Yes, you can go to  URL  if you'd like to check it out.""], ['How much is the CEO earning?'], ['I am not sure about that.', 'But the organization is very transparent about their finance and you can check it out on their website.'], ['ok.', 'I will'], ['Would you like to donate to Save the Children?'], ['sorry not today..', 'I am still a bit skeptical about them.'], [""That's understandable."", ""But I think that's a good thing, because so many children die because of hunger, disease, and war in other parts of the world."", ""It's really important that we do something about it.""], ['I agree with you.', 'But I think the government should do more rather than we common people'], [""That's a good point."", ""I agree that the government has a role to play, but also I think it's important to look at where we are in the world and how we can help."", 'I know that the amount of money that we spend on stuff like candy and soda is really unnecessary.', 'I am willing to donate part of my payment today to Save the Children.', 'Do you think you would be willing to do the same?'], ['How much are you asking for?']]","[['greeting-inquiry'], [None], ['donation-related-inquiry'], [None, None], ['non-strategy'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-org-facts'], [None], ['provide-donation-procedure'], [None], ['non-strategy', 'provide-donation-procedure'], [None, None], ['non-strategy'], [None, None], ['non-strategy', 'non-strategy', 'non-strategy'], [None, None], ['non-strategy', 'logical-appeal', 'provide-org-facts', 'non-strategy', 'other-inquiry'], [None]]","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'init', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['I think it would be about $1.00.', ""I think that's very generous of you.""]","[""I think that's very generous of you.""]",['non-strategy'],True,False,False
